Травень,01.05,5,пт,"Св. прор. Єремії Блаж. сщмч. Климентія Шептицького, архим. Унівського",,,#ap021a,,#iv023,,П'ятниця 3-го тижня після Пасхи,,П'ятниця 3-го тижня,
Травень,02.05,6,сб,"🕃 Св. Атанасія Великого, архиєп. Олександрійського",,,#ap022,,#iv052,,Субота 3-тя після Пасхи,,Субота 3-го тижня. Це ж і мученикам.,
Травень,03.05,7,нд,"Неділя 4-та після Пасхи, розслабленого 🕂 Переставл. прп. Теодосія, ігум. монастиря Печерського, спільного життя засновника Свв. мчч. Тимотея й Маври",Ряд.:,Прп.:,#ap023,#ap334,#iv014a,#mt043,"Неділя 4-та, про розслабленого","Пам'яті соборів. Цей же і священномученикові, трьом святителям, преподобному Теодосію","Неділя 4-та, про розслабленого",Четвер 4-го тижня. Це й преподобним
Травень,04.05,1,пн,Тиждень 4-ий після Пасхи Св. мц. Пелагії,,,#ap024,,#iv024,,Понеділок 4-го тижня після Пасхи,,Понеділок 4-го тижня,
Травень,05.05,2,вв,"Св. і славн. мц. Ірини Прп. Никифора, ігум. монастиря Мидікійського",,,#ap025,,#iv025,,Вівторок 4-го тижня після Пасхи,,Вівторок 4-го тижня,
Травень,06.05,3,ср,"Пeреполовення П'ятдесятниці Св., і прав., і багатостражд. Йова",,,#ap034,,#iv026,,Середа Переполовення,,Середа 4-го тижня,
Травень,07.05,4,чт,🕃 Спогад про явління на небі знамення чесного Хреста у св. місті Єрусалимі Св. мч. Акакія,Ряд.:,,#ap026,#ap125a,#iv029,#iv060,Четвер 4-го тижня після Пасхи,"Велика п'ятниця. Цей і на явління в небі знамення Хреста, похід із древом Хреста",Четвер 4-го тижня,"14 вересня, на Воздвиження Чесного Хреста на Літургії, цей і на явління в небі знамення Хреста, на похід з древом Хреста"
Травень,08.05,5,пт,🕁 Св. ап. і єв. Івана Богослова Прп. Арсенія Великого,Ряд.:,Ап.:,#ap027,#ap068b,#iv030,#iv061b,П'ятниця 4-го тижня після Пасхи,"8-го травня, св. Івана Богослова",П'ятниця 4-го тижня. Це ж і в суботу після Воздвиження,"26 вересня, і 8 травня, Іванові Богословові на Літургії"
Травень,09.05,6,сб,🕂 Перенесення чесних мощів св. Миколая Чудотворця з Мир до міста Барі Св. прор. Ісаї Св. мч. Христофора,Ряд.:,Св. Миколая:,#ap029,#ap335,#iv031,#lk024,"Субота 4-та після Пасих. Цей же і святому мученикові Юрієві, і Яковові Заведеєві","Святителям, преподобним",Субота 4-го тижня,"П'ятниця 19-го тижня. Це ж і преподобним, св. Миколаю."
Травень,10.05,7,нд,"Неділя 5-та після Пасхи, самарянки 🕂 Св. ап. Симона Зилота",Ряд.:,Ап.:,#ap028,#ap131,#iv012,#mt056,"Неділя 5-та, про самарянку. Цей же і Вартоломею та Варнаві",Неділя 10-та після 50-ці. Цей же й апостолам,"Неділя 5-та після Пасхи, про самарянку","Понеділок 7-го тижня. Цей же ж і апостолу Симону, св. Анні на утрені"
Травень,11.05,1,пн,"Тиждень 5-ий після Пасхи 🕂 Свв. рівноапп. Кирила й Методія, учителів слов’янських Св. сщмч. Мокія",Ряд.:,,#ap030,#ap318a,#iv032,#iv036,Понеділок 5-го тижня після Пасхи,Святителеві,Понеділок 5-го тижня,Святителям на Літургії або на Утрені
Травень,12.05,2,вв,"Свв. Епіфанія, єп. Кипрського, і Германа, патр. Царгородського",,,#ap031,,#iv033,,Вівторок 5-го тижня після Пасхи,,Вівторок 5-го тижня,
Травень,13.05,3,ср,Віддання свята Пeреполовення Св. мц. Гликерії,,,#ap032,,#iv018,,Середа 5-го тижня після Пасхи,,Середа 5-го тижня,
Травень,14.05,4,чт,Св. мч. Ісидора,,,#ap035,,#iv035a,,Четвер 5-го тижня після Пасхи,,Четвер 5-го тижня,
Травень,15.05,5,пт,🕃 Прп. Пахомія Великого,,,#ap036,,#iv037a,,П'ятниця 5-го тижня після Пасхи,,П'ятниця 5-го тижня,
Травень,16.05,6,сб,"Прп. Теодора Освященного, учня св. Пахомія Блаж. сщмчч. Северіана Бараника, Якима Сенківського, Віталія Байрака",,,#ap037,,#iv038,,Субота 5-го тижня після Пасхи,,Субота 5-го тижня,
Травень,17.05,7,нд,"Неділя 6-та після Пасхи, сліпородженого Св. ап. Андроніка і тих, що з ним Блаж. сщмч. Івана Зятика",,,#ap038,,#iv034,,"Неділя 6-та, про сліпого",,"Неділя 6-та, про сліпородженого",
