0,1,2,3,4,5,6,7,8,9,10,,
Березень,13.03,5,пт,"Перенесення мощів св. Никифора, патр. Царгородського","перенесення мощів святого отця нашого Никифора, патріарха Царгородського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і перенесення мощів святого отця нашого Никифора, патріарха Царгородського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і перенесення мощів святого отця нашого Никифора, патріарха Царгородського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,14.03,6,сб,Субота заупокійна Прп. Венедикта,преподобного отця нашого Венедикта,ні,,,,"Священник: Христос, істинний Бог наш, що живими і мертвими володіє - молитвами пречистої Cвоєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, преподобних і богоносних отців наших, і святого, якого є храм, і преподобного отця нашого Венедикта, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш, що живими і мертвими володіє - молитвами пречистої Cвоєї Матері, святих славних і всехвальних апостолів, преподобних і богоносних отців наших, і святого, якого є храм, і преподобного отця нашого Венедикта, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,15.03,7,нд,"Неділя 4-та Великого Посту, преподобного Івана Ліствичника Св. мч. Агапія і з ним шести мчч.","святого мученика Агапія і з ним шести мучеників, препoдобного отця нашого Івана, автора «Ліствиці»",ні,,,,"Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого мученика Агапія і з ним шести мучеників, препoдобного отця нашого Івана, автора «Ліствиці», і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і святого мученика Агапія і з ним шести мучеників, препoдобного отця нашого Івана, автора «Ліствиці», і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,16.03,1,пн,Тиждень 5-ий Великого посту Свв. мчч. Савина й Папи,святих мучеників Савина й Папи,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих мучеників Савина й Папи, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і святих мучеників Савина й Папи, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,17.03,2,вв,"Прп. Олексія, чоловіка Божого","преподобного отця нашого Олексія, чоловіка Божого",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Олексія, чоловіка Божого, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого Олексія, чоловіка Божого, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,18.03,3,ср,"Св. Кирила, архиєп. Єрусалимського","святого отця нашого Кирила, архиєпископа Єрусалимського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого отця нашого Кирила, архиєпископа Єрусалимського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святого отця нашого Кирила, архиєпископа Єрусалимського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,19.03,4,чт,Великого Канону Свв. мчч. Хризанта й Дарії,святих мучеників Хризанта й Дарії,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих мучеників Хризанта й Дарії, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і святих мучеників Хризанта й Дарії, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,20.03,5,пт,"Прпп. отців, яких убили сарацини в обителі Св. Сави","преподобних отців наших, яких убили сарацини в обителі Святого Сави",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобних отців наших, яких убили сарацини в обителі Святого Сави, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і преподобних отців наших, яких убили сарацини в обителі Святого Сави, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,21.03,6,сб,"Субота акафістова Прп. й ісп. Якова, єп. Катанського","преподобного отця нашого й ісповідника Якова, єпископа Катанського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого й ісповідника Якова, єпископа Катанського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого й ісповідника Якова, єпископа Катанського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,22.03,7,нд,"Неділя 5-та Великого Посту, преподобної Марії Єгипетської Св. сщмч. Василія, пресвіт. Анкирського","святого священномученика Василія, пресвітера Анкирського, преподобної матері нашої Марії Єгипетської",ні,,,,"Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого священномученика Василія, пресвітера Анкирського, преподобної матері нашої Марії Єгипетської, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і святого священномученика Василія, пресвітера Анкирського, преподобної матері нашої Марії Єгипетської, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,23.03,1,пн,"Тиждень 6-ий Великого посту Св. прпмч. Нікона і 200 учнів його, з ним замучених","святого преподобномученика Нікона і двохсот учнів його, з ним замучених",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого преподобномученика Нікона і двохсот учнів його, з ним замучених, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і святого преподобномученика Нікона і двохсот учнів його, з ним замучених, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,24.03,2,вв,"🕃 Передсвяття Благовіщення Пресвятої Богородиці Прп. Захарії Св. Артемона, єп. Селевкії Пісідійської","передсвяття Благовіщення Пресвятої Богородиці, преподобного отця нашого Захарії, святого отця нашого Артемона, єпископа Селевкії Пісідійської",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і передсвяття Благовіщення Пресвятої Богородиці, преподобного отця нашого Захарії, святого отця нашого Артемона, єпископа Селевкії Пісідійської, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, і святого, якого є храм, і передсвяття Благовіщення Пресвятої Богородиці, преподобного отця нашого Захарії, святого отця нашого Артемона, єпископа Селевкії Пісідійської, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,25.03,3,ср,"🕀 Благовіщення Пресв. Владичиці нашої Богородиці і Приснодіви Марії Блаж. сщмч. Омеляна Ковча, пресвіт.","блаженного священномученика Омеляна Ковча, пресвітера",так,свято,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Благовіщення сьогодні торжественне свято світло звершуємо, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і блаженного священномученика Омеляна Ковча, пресвітера, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Благовіщення сьогодні торжественне свято світло звершуємо, святих славних і всехвальних апостолів, і святого, якого є храм, і блаженного священномученика Омеляна Ковча, пресвітера, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Благовіщення сьогодні торжественне свято світло звершуємо, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм,"
Березень,26.03,4,чт,🕃 Собор архангела Гавриїла Віддання Благовіщення</i>,"святого архангела Гавриїла, що його собору пам'ять сьогодні звершуємо",так,віддання,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Благовіщення свято звершуємо, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого архангела Гавриїла, що його собору пам'ять звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Благовіщення свято звершуємо, святих славних і всехвальних апостолів, і святого, якого є храм, і святого архангела Гавриїла, що його собору пам'ять звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,27.03,5,пт,"Св. Матрони, що в Солуні","святої матері нашої Матрони, що в Солуні",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святої матері нашої Матрони, що в Солуні, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святої матері нашої Матрони, що в Солуні, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,28.03,6,сб,"Субота Лазарева Прп. Іларіона Нового Св. Стефана, чудотв.","преподобного отця нашого Іларіона Нового, святого Стефана, чудотворця",ні,,,,"Священник: Христос, істинний Бог наш, що прийшов у Витанію воскресити праведного Лазаря спасіння нашого ради - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Іларіона Нового, святого Стефана, чудотворця, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш, що прийшов у Витанію воскресити праведного Лазаря спасіння нашого ради - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Йоана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Іларіона Нового, святого Стефана, чудотворця, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,29.03,7,нд,"Неділя 6-та Великого Посту, Квітна 🕀 Вхід Господній в Єрусалим Прп. Марка, єп. Аретусійського, і Кирила дияк., та інших, що з ним постраждали при Юліані, мучителеві","преподобного отця нашого Марка, єпископа Аретусійського, і Кирила диякона, та інших, що з ним постраждали при Юліані, мучителеві",ні,,,,"Священник: Христос, істинний Бог наш, що на осля сісти і до Єрусалиму прийти зволив, і від дітей єврейських хвалу прийняв спасіння нашого ради - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Марка, єпископа Аретусійського, і Кирила диякона, та інших, що з ним постраждали при Юліані, мучителеві, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш, що на осля сісти і до Єрусалиму прийти зволив, і від дітей єврейських хвалу прийняв спасіння нашого ради - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого Марка, єпископа Аретусійського, і Кирила диякона, та інших, що з ним постраждали при Юліані, мучителеві, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,30.03,1,пн,"Страсний тиждень. Великий понеділок Прп. Івана, автора «Ліствиці»","препoдобного отця нашого Івана, автора «Ліствиці»",ні,,,,"Священник: Господь, що гряде на вольну страсть спасіння нашого ради – Христос, істинний Бог наш, молитвами пречистої Своєї Матері, святих славних і всехвальних Апостолів, преподобних і богоносних отців наших, і святого, якого є храм, і препoдобного отця нашого Івана, автора «Ліствиці», і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Господь, що гряде на вольну страсть спасіння нашого ради – Христос, істинний Бог наш, молитвами пречистої Своєї Матері, святих славних і всехвальних Апостолів, преподобних і богоносних отців наших, і святого, якого є храм, і препoдобного отця нашого Івана, автора «Ліствиці», і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,31.03,2,вв,"Великий вівторок Прп. Іпатія, єп. Гангренського","преподобного отця нашого Іпатія, єпископа Гангренського",ні,,,,"Священник: Господь, що гряде на вольну страсть спасіння нашого ради – Христос, істинний Бог наш, молитвами пречистої Своєї Матері, святих славних і всехвальних Апостолів, преподобних і богоносних отців наших, і святого, якого є храм, і преподобного отця нашого Іпатія, єпископа Гангренського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Господь, що гряде на вольну страсть спасіння нашого ради – Христос, істинний Бог наш, молитвами пречистої Своєї Матері, святих славних і всехвальних Апостолів, преподобних і богоносних отців наших, і святого, якого є храм, і преподобного отця нашого Іпатія, єпископа Гангренського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Квітень,01.04,3,ср,"Велика середа
Прп. Марії Єгипетської",преподобної матері нашої Марії Єгипетської,ні,,,,"Священник: Господь, що гряде на вольну страсть спасіння нашого ради – Христос, істинний Бог наш, молитвами пречистої Своєї Матері, святих славних і всехвальних Апостолів, преподобних і богоносних отців наших, і святого, якого є храм, і преподобної матері нашої Марії Єгипетської, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Господь, що гряде на вольну страсть спасіння нашого ради – Христос, істинний Бог наш, молитвами пречистої Своєї Матері, святих славних і всехвальних Апостолів, преподобних і богоносних отців наших, і святого, якого є храм, і преподобної матері нашої Марії Єгипетської, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Квітень,02.04,4,чт,"Великий четвер
Прп. Тита, чудотв.","преподобного отця нашого Тита, чудотворця",ні,,,,"Священник: Господь, що гряде на вольну страсть спасіння нашого ради – Христос, істинний Бог наш, молитвами пречистої Своєї Матері, святих славних і всехвальних Апостолів, преподобних і богоносних отців наших, і святого, якого є храм, і преподобного отця нашого Тита, чудотворця, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Господь, що гряде на вольну страсть спасіння нашого ради – Христос, істинний Бог наш, молитвами пречистої Своєї Матері, святих славних і всехвальних Апостолів, преподобних і богоносних отців наших, і святого, якого є храм, і преподобного отця нашого Тита, чудотворця, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Квітень,03.04,5,пт,"Велика п'ятниця
Прп. й ісп. Микити, ігум. обителі Мидикійської","преподобного отця нашого й ісповідника Микити, ігумена обителі Мидикійської",ні,,,,"Священник: Христос, істинний Бог наш, що за спасіння світу витерпів знущання і катування, хрест і смерть, молитвами пречистої своєї Матері, святих славних і всехвальних апостолів, преподобних і богоносних отців наших, і святого, якого є храм, і преподобного отця нашого й ісповідника Микити, ігумена обителі Мидикійської, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш, що за спасіння світу витерпів знущання і катування, хрест і смерть, молитвами пречистої своєї Матері, святих славних і всехвальних апостолів, преподобних і богоносних отців наших, і святого, якого є храм, і преподобного отця нашого й ісповідника Микити, ігумена обителі Мидикійської, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Квітень,04.04,6,сб,"Велика субота
Прпп. Йосифа, піснописця, і Юрія, що в Малеї","преподобних отців наших Йосифа, піснописця, і Юрія, що в Малеї",ні,,,,"Священник: Христос, істинний Бог наш, що задля нас людей і нашого ради спасення волею плоттю положився у гробі і зійшов на ад - молитвами пречистої своєї Матері, і святого, якого є храм, і преподобних отців наших Йосифа, піснописця, і Юрія, що в Малеї, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш, що задля нас людей і нашого ради спасення волею плоттю положився у гробі і зійшов на ад - молитвами пречистої своєї Матері, і святого, якого є храм, і преподобних отців наших Йосифа, піснописця, і Юрія, що в Малеї, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Квітень,05.04,7,нд,"🕀 Неділя Пасхи. 
Воскресення Христове. Великдень. 
Свв. мчч. Теодула й Агатопода, і тих, що з ними","святих мучеників Теодула й Агатопода, і тих, що з ними",ні,,,,"Священник: Христос, що воскрес із мертвих, смертю смерть подолав і тим, що в гробах, життя дарував, істинний Бог наш - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих мучеників Теодула й Агатопода, і тих, що з ними, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, смертю смерть подолав і тим, що в гробах, життя дарував, істинний Бог наш - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, і святого, якого є храм, і святих мучеників Теодула й Агатопода, і тих, що з ними, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Квітень,06.04,1,пн,"Світлий понеділок 
🕂Переставл. св. Методія, учителя слов’янського Св. Євтихія, архиєп. Царгородського","переставлення святого отця нашого Методія, учителя слов’янського, якого сьогодні пам'ять світло звершуємо, святого отця нашого Євтихія, архиєпископа Царгородського",ні,,,,"Священник: Христос, що воскрес із мертвих, смертю смерть подолав і тим, що в гробах, життя дарував, істинний Бог наш - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і переставлення святого отця нашого Методія, учителя слов’янського, якого сьогодні пам'ять світло звершуємо, святого отця нашого Євтихія, архиєпископа Царгородського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, смертю смерть подолав і тим, що в гробах, життя дарував, істинний Бог наш - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, і святого, якого є храм, і переставлення святого отця нашого Методія, учителя слов’янського, якого сьогодні пам'ять світло звершуємо, святого отця нашого Євтихія, архиєпископа Царгородського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Квітень,07.04,2,вв,"Світлий вівторок
Прп. Юрія, єп. Мітилинського","преподобного отця нашого Юрія, єпископа Мітилинського",ні,,,,"Священник: Христос, що воскрес із мертвих, смертю смерть подолав і тим, що в гробах, життя дарував, істинний Бог наш - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Юрія, єпископа Мітилинського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, смертю смерть подолав і тим, що в гробах, життя дарував, істинний Бог наш - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого Юрія, єпископа Мітилинського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Квітень,08.04,3,ср,"Світла середа
Свв. апп. Іродіона, Агава, Руфа, Асинкріта, Флегонта і Єрма","святих апостолів Іродіона, Агава, Руфа, Асинкріта, Флегонта і Єрма",ні,,,,"Священник: Христос, що воскрес із мертвих, смертю смерть подолав і тим, що в гробах, життя дарував, істинний Бог наш - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих апостолів Іродіона, Агава, Руфа, Асинкріта, Флегонта і Єрма, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, смертю смерть подолав і тим, що в гробах, життя дарував, істинний Бог наш - молитвами пречистої Своєї Матері, святих, славних і всехвальних апостолів, і святого, якого є храм, і святих апостолів Іродіона, Агава, Руфа, Асинкріта, Флегонта і Єрма, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
