0,1,2,3,4,5,6,7,8,9,10,,
Лютий,28.02,6,сб,"Субота заупокійна Прп. й ісп. Василія, співпосника Прокопового","преподобного отця нашого й ісповідника Василія, співпосника Прокопового",ні,,,,"Священник: Христос, істинний Бог наш, що живими і мертвими володіє - молитвами пречистої Cвоєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, преподобних і богоносних отців наших, і святого, якого є храм, і преподобного отця нашого й ісповідника Василія, співпосника Прокопового, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш, що живими і мертвими володіє - молитвами пречистої Cвоєї Матері, святих славних і всехвальних апостолів, преподобних і богоносних отців наших, і святого, якого є храм, і преподобного отця нашого й ісповідника Василія, співпосника Прокопового, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Лютий,29.02,4,чт,Прп. Касіана,преподобного отця нашого Касіана,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Касіана, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і преподобного отця нашого Касіана, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,01.03,7,нд,Неділя 2-га Великого Посту Св. прпмц. Євдокії,святої преподобномучениці Євдокії,ні,,,,"Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святої преподобномучениці Євдокії, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і святої преподобномучениці Євдокії, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,02.03,1,пн,"Тиждень 3-ий Великого посту Св. сщмч. Теодота (Богдана), єп. Киринейського","святого священномученика Теодота, єпископа Киринейського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого священномученика Теодота, єпископа Киринейського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і святого священномученика Теодота, єпископа Киринейського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,03.03,2,вв,"Свв. мчч. Євтропія, Клеоніка й Василиска","святих мучеників Євтропія, Клеоніка й Василиска",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих мучеників Євтропія, Клеоніка й Василиска, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, і святого, якого є храм, і святих мучеників Євтропія, Клеоніка й Василиска, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,04.03,3,ср,"Прп. Герасима, що на Йордані","преподобного отця нашого Герасима, що на Йордані",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Герасима, що на Йордані, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого Герасима, що на Йордані, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,05.03,4,чт,Св. мч. Конона,святого мученика Конона,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого мученика Конона, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і святого мученика Конона, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,06.03,5,пт,"Свв. сорока двох мчч., що в Аморії","святих сорока двох мучеників, що в Аморії",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих сорока двох мучеників, що в Аморії, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святих сорока двох мучеників, що в Аморії, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,07.03,6,сб,"Субота заупокійна Свв. сщмчч., що були єпп. в Херсоні: Василія, Єфрема, Капітона, Євгенія, Етерія й інших Блаж. сщмч. Леоніда-Леонтія Федорова","святих священномучеників, що були єпископами в Херсоні: Василія, Єфрема, Капітона, Євгенія, Етерія й інших, блаженного священномученика Леоніда-Леонтія Федорова",ні,,,,"Священник: Христос, істинний Бог наш, що живими і мертвими володіє - молитвами пречистої Cвоєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, преподобних і богоносних отців наших, і святого, якого є храм, і святих священномучеників, що були єпископами в Херсоні: Василія, Єфрема, Капітона, Євгенія, Етерія й інших, блаженного священномученика Леоніда-Леонтія Федорова, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш, що живими і мертвими володіє - молитвами пречистої Cвоєї Матері, святих славних і всехвальних апостолів, преподобних і богоносних отців наших, і святого, якого є храм, і святих священномучеників, що були єпископами в Херсоні: Василія, Єфрема, Капітона, Євгенія, Етерія й інших, блаженного священномученика Леоніда-Леонтія Федорова, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,08.03,7,нд,"Неділя 3-тя Великого Посту, Хрестопоклонна Прп. й ісп. Теофілакта, єп. Нікомидійського","преподобного отця нашого й ісповідника Теофілакта, єпископа Нікомидійського, святого великомученика Теодора Тирона",ні,,,,"Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого й ісповідника Теофілакта, єпископа Нікомидійського, святого великомученика Теодора Тирона, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого й ісповідника Теофілакта, єпископа Нікомидійського, святого великомученика Теодора Тирона, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,09.03,1,пн,"Тиждень 4-ий Великого посту 🕂 Свв. сорока мчч., замучених у Севастійському озері","святих сорока мучеників, замучених у Севастійському озері, яких сьогодні пам'ять світло звершуємо",так,свято,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих сорока мучеників, замучених у Севастійському озері, яких сьогодні пам'ять світло звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і святих сорока мучеників, замучених у Севастійському озері, яких сьогодні пам'ять світло звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм,"
Березень,10.03,2,вв,"Св. мч. Кодрата і тих, що з ним: Кипріана, Ніки, Галини та інших","святого мученика Кодрата і тих, що з ним: Кипріана, Ніки, Галини та інших",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого мученика Кодрата і тих, що з ним: Кипріана, Ніки, Галини та інших, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, і святого, якого є храм, і святого мученика Кодрата і тих, що з ним: Кипріана, Ніки, Галини та інших, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,11.03,3,ср,"Св. Софронія, патр. Єрусалимського","святого отця нашого Софронія, патріарха Єрусалимського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого отця нашого Софронія, патріарха Єрусалимського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святого отця нашого Софронія, патріарха Єрусалимського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,12.03,4,чт,"Прп. й ісп. Теофана Сигріанського Св. Григорія Двоєслова, папи Римського","преподобного отця нашого й ісповідника Теофана Сигріанського, святого отця нашого Григорія Двоєслова, папи Римського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого й ісповідника Теофана Сигріанського, святого отця нашого Григорія Двоєслова, папи Римського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і преподобного отця нашого й ісповідника Теофана Сигріанського, святого отця нашого Григорія Двоєслова, папи Римського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,13.03,5,пт,"Перенесення мощів св. Никифора, патр. Царгородського","перенесення мощів святого отця нашого Никифора, патріарха Царгородського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і перенесення мощів святого отця нашого Никифора, патріарха Царгородського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і перенесення мощів святого отця нашого Никифора, патріарха Царгородського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,14.03,6,сб,Субота заупокійна Прп. Венедикта,преподобного отця нашого Венедикта,ні,,,,"Священник: Христос, істинний Бог наш, що живими і мертвими володіє - молитвами пречистої Cвоєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, преподобних і богоносних отців наших, і святого, якого є храм, і преподобного отця нашого Венедикта, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш, що живими і мертвими володіє - молитвами пречистої Cвоєї Матері, святих славних і всехвальних апостолів, преподобних і богоносних отців наших, і святого, якого є храм, і преподобного отця нашого Венедикта, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,15.03,7,нд,"Неділя 4-та Великого Посту, преподобного Івана Ліствичника Св. мч. Агапія і з ним шести мчч.","святого мученика Агапія і з ним шести мучеників, препoдобного отця нашого Івана, автора «Ліствиці»",ні,,,,"Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого мученика Агапія і з ним шести мучеників, препoдобного отця нашого Івана, автора «Ліствиці», і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і святого мученика Агапія і з ним шести мучеників, препoдобного отця нашого Івана, автора «Ліствиці», і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,16.03,1,пн,Тиждень 5-ий Великого посту Свв. мчч. Савина й Папи,святих мучеників Савина й Папи,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих мучеників Савина й Папи, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і святих мучеників Савина й Папи, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,17.03,2,вв,"Прп. Олексія, чоловіка Божого","преподобного отця нашого Олексія, чоловіка Божого",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Олексія, чоловіка Божого, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого Олексія, чоловіка Божого, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,18.03,3,ср,"Св. Кирила, архиєп. Єрусалимського","святого отця нашого Кирила, архиєпископа Єрусалимського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого отця нашого Кирила, архиєпископа Єрусалимського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святого отця нашого Кирила, архиєпископа Єрусалимського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,19.03,4,чт,Великого Канону Свв. мчч. Хризанта й Дарії,святих мучеників Хризанта й Дарії,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих мучеників Хризанта й Дарії, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і святих мучеників Хризанта й Дарії, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,20.03,5,пт,"Прпп. отців, яких убили сарацини в обителі Св. Сави","преподобних отців наших, яких убили сарацини в обителі Святого Сави",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобних отців наших, яких убили сарацини в обителі Святого Сави, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і преподобних отців наших, яких убили сарацини в обителі Святого Сави, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,21.03,6,сб,"Субота акафістова Прп. й ісп. Якова, єп. Катанського","преподобного отця нашого й ісповідника Якова, єпископа Катанського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого й ісповідника Якова, єпископа Катанського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого й ісповідника Якова, єпископа Катанського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,22.03,7,нд,"Неділя 5-та Великого Посту, преподобної Марії Єгипетської Св. сщмч. Василія, пресвіт. Анкирського","святого священномученика Василія, пресвітера Анкирського, преподобної матері нашої Марії Єгипетської",ні,,,,"Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого священномученика Василія, пресвітера Анкирського, преподобної матері нашої Марії Єгипетської, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, що воскрес із мертвих, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, і святого, якого є храм, і святого священномученика Василія, пресвітера Анкирського, преподобної матері нашої Марії Єгипетської, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,23.03,1,пн,"Тиждень 6-ий Великого посту Св. прпмч. Нікона і 200 учнів його, з ним замучених","святого преподобномученика Нікона і двохсот учнів його, з ним замучених",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого преподобномученика Нікона і двохсот учнів його, з ним замучених, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і святого преподобномученика Нікона і двохсот учнів його, з ним замучених, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,24.03,2,вв,"🕃 Передсвяття Благовіщення Пресвятої Богородиці Прп. Захарії Св. Артемона, єп. Селевкії Пісідійської","передсвяття Благовіщення Пресвятої Богородиці, преподобного отця нашого Захарії, святого отця нашого Артемона, єпископа Селевкії Пісідійської",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і передсвяття Благовіщення Пресвятої Богородиці, преподобного отця нашого Захарії, святого отця нашого Артемона, єпископа Селевкії Пісідійської, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, і святого, якого є храм, і передсвяття Благовіщення Пресвятої Богородиці, преподобного отця нашого Захарії, святого отця нашого Артемона, єпископа Селевкії Пісідійської, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
Березень,25.03,3,ср,"🕀 Благовіщення Пресв. Владичиці нашої Богородиці і Приснодіви Марії Блаж. сщмч. Омеляна Ковча, пресвіт.","блаженного священномученика Омеляна Ковча, пресвітера",так,свято,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Благовіщення сьогодні торжественне свято світло звершуємо, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і блаженного священномученика Омеляна Ковча, пресвітера, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Благовіщення сьогодні торжественне свято світло звершуємо, святих славних і всехвальних апостолів, і святого, якого є храм, і блаженного священномученика Омеляна Ковча, пресвітера, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Благовіщення сьогодні торжественне свято світло звершуємо, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм,"
Березень,26.03,4,чт,🕃 Собор архангела Гавриїла Віддання Благовіщення</i>,"святого архангела Гавриїла, що його собору пам'ять сьогодні звершуємо",так,віддання,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Благовіщення свято звершуємо, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого архангела Гавриїла, що його собору пам'ять звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Cвоєї Матері, якої Благовіщення свято звершуємо, святих славних і всехвальних апостолів, і святого, якого є храм, і святого архангела Гавриїла, що його собору пам'ять звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.",
